Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName_x,VendorName_y,AnnualDemand,AnnualRevenue,FirstSaleDate,LastSaleDate,StoreCount,AvgDailyDemand,UnitsPurchased,PurchaseCost,OrderCount,AvgLeadDays,OpeningStock,ClosingStock,StockTurnover,ClosingDaysCover,GrossProfit,ProfitMarginPct,ReorderSignal,Lifecycle
21000,Bonpas Ch du Pape Rouge Rsv,42.99,750mL,750,2,27.62,10754,PERFECTA WINES             ,PERFECTA WINES             ,141.0,5976.59,2024-01-09,2024-12-31,14.0,0.39,89.0,2458.18,6.0,8.33,146.0,94.0,1.584,241.0,3518.41,58.87,HEALTHY,Fast Mover
21008,Cenyth Sonoma Red,49.99,750mL,750,2,33.55,9552,M S WALKER INC             ,M S WALKER INC             ,38.0,2049.62,2024-01-10,2024-06-17,8.0,0.1,29.0,972.95,3.0,8.57,9.0,0.0,1.31,0.0,1076.67,52.53,OUT OF STOCK,End of Life
21283,J Pierre Chablis Le Forneaux,27.99,750mL,750,2,19.17,4425,MARTIGNETTI COMPANIES,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
21284,Elk Cove Pinot Bl,17.99,750mL,750,2,11.99,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,131.0,2356.69,2024-01-01,2024-12-18,9.0,0.36,42.0,503.58,3.0,6.33,119.0,30.0,3.119,83.0,1853.11,78.63,HEALTHY,Fast Mover
21364,La Caplana Gavi di Gavi,14.99,750mL,750,2,10.34,10754,PERFECTA WINES             ,PERFECTA WINES             ,435.0,6654.65,2024-01-02,2024-12-31,14.0,1.19,476.0,4921.84,21.0,7.0,70.0,111.0,0.914,93.0,1732.81,26.04,HEALTHY,Fast Mover
21645,Foxen Chard Block UU,39.99,750mL,750,2,18.82,10754,PERFECTA WINES             ,PERFECTA WINES             ,57.0,1652.4299999999998,2024-01-17,2024-11-01,7.0,0.16,26.0,489.32,4.0,8.5,39.0,8.0,2.192,50.0,1163.11,70.39,HEALTHY,Fast Mover
21730,Ch Les Ormes Saint-Julien,57.99,750mL,750,2,38.4,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,115.0,6668.85,2024-01-01,2024-12-24,10.0,0.32,27.0,1036.8,3.0,8.0,130.0,42.0,4.259,131.0,5632.05,84.45,HEALTHY,Fast Mover
21731,Ch Moulin de la Rose St-Juln,67.99,750mL,750,2,45.94,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,88.0,5983.12,2024-01-06,2024-12-24,9.0,0.24,33.0,1516.02,3.0,9.67,123.0,68.0,2.667,283.0,4467.1,74.66,HEALTHY,Fast Mover
21734,Gr Montmirail Muscat Venise,19.99,375mL,375,2,13.69,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,263.0,5257.37,2024-01-01,2024-12-31,8.0,0.72,267.0,3655.23,19.0,7.52,64.0,68.0,0.985,94.0,1602.14,30.47,HEALTHY,Fast Mover
21814,Hartford OV Znfdl RRV,31.99,750mL,750,2,21.19,9552,M S WALKER INC             ,M S WALKER INC             ,103.0,3294.97,2024-01-09,2024-12-30,9.0,0.28,84.0,1779.96,7.0,8.57,89.0,70.0,1.226,250.0,1515.01,45.98,HEALTHY,Fast Mover
21841,Gerard Bertrand 13 Gris Blan,8.99,750mL,750,2,6.03,9552,M S WALKER INC             ,M S WALKER INC             ,12.0,179.88,2024-09-29,2024-09-29,1.0,0.03,12.0,72.36,1.0,9.0,0.0,0.0,1.0,0.0,107.52,59.77,OUT OF STOCK,Fast Mover
22422,Stephanie-Aviron Bjls Vlg 12,13.99,750mL,750,2,9.58,9744,FREDERICK WILDMAN & SONS   ,FREDERICK WILDMAN & SONS   ,116.0,1622.84,2024-01-03,2024-12-22,12.0,0.32,0.0,0.0,0.0,0.0,148.0,32.0,,100.0,1622.84,100.0,HEALTHY,Regular
22596,Erath Leland Pnt Nr,36.99,750mL,750,2,25.51,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,49.0,1860.51,2024-01-08,2024-12-23,7.0,0.13,42.0,1071.42,2.0,7.29,18.0,11.0,1.167,85.0,789.09,42.41,HEALTHY,Fast Mover
22782,La Roquete Chat du Pape Red,52.99,750mL,750,2,36.54,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,11.0,582.89,2024-02-10,2024-12-30,5.0,0.03,0.0,0.0,0.0,0.0,77.0,66.0,,2200.0,582.89,100.0,HEALTHY,Regular
22922,Patricius Tokaj Furmint,17.99,750mL,750,2,12.32,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,236.0,2496.64,2024-01-02,2024-12-24,10.0,0.65,60.0,739.2,5.0,9.2,191.0,15.0,3.933,23.0,1757.44,70.39,MONITOR,Fast Mover
23032,Zenato Cresasso,74.99,750mL,750,2,51.01,2000,SOUTHERN WINE & SPIRITS NE ,SOUTHERN WINE & SPIRITS NE ,43.0,2149.57,2024-03-25,2024-12-09,7.0,0.12,8.0,408.08,2.0,8.0,53.0,18.0,5.375,150.0,1741.49,81.02,HEALTHY,Fast Mover
23069,Delamotte Bl de Bl Brut,24.99,375mL,375,2,16.66,1587,VINEYARD BRANDS INC        ,VINEYARD BRANDS INC        ,132.0,3298.68,2024-01-02,2024-12-31,8.0,0.36,46.0,766.3599999999999,3.0,7.25,150.0,64.0,2.87,178.0,2532.32,76.77,HEALTHY,Fast Mover
23105,DeLille Cellars D2,41.99,750mL,750,2,28.18,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,214.0,8985.86,2024-01-23,2024-11-23,9.0,0.59,66.0,1859.88,1.0,7.0,262.0,114.0,3.242,193.0,7125.98,79.3,HEALTHY,Fast Mover
23114,Patz & Hall Pnt Nr Sonoma Cs,39.99,750mL,750,2,26.84,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,151.0,6038.49,2024-01-02,2024-12-28,12.0,0.41,160.0,4294.4,12.0,8.0,120.0,129.0,0.944,315.0,1744.09,28.88,HEALTHY,Fast Mover
23145,Ch de Chantegrive Graves Rou,28.99,750mL,750,2,19.2,10754,PERFECTA WINES             ,PERFECTA WINES             ,75.0,2174.25,2024-01-09,2024-12-24,6.0,0.21,2.0,38.4,2.0,7.0,132.0,59.0,37.5,281.0,2135.85,98.23,HEALTHY,Fast Mover
23146,Ch Dupray St-Emilion,19.99,750mL,750,2,12.24,10754,PERFECTA WINES             ,PERFECTA WINES             ,105.0,2098.95,2024-01-03,2024-12-23,8.0,0.29,83.0,1015.92,4.0,6.75,66.0,44.0,1.265,152.0,1083.03,51.6,HEALTHY,Fast Mover
23151,Ch La Bouree Castillion Brdx,18.99,750mL,750,2,12.49,10754,PERFECTA WINES             ,PERFECTA WINES             ,120.0,2216.7999999999997,2024-01-08,2024-12-29,7.0,0.33,63.0,786.87,4.0,8.5,105.0,48.0,1.905,145.0,1429.93,64.5,HEALTHY,Fast Mover
23262,Bruno Giacosa Extra Brut,42.99,750mL,750,2,27.74,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,5.0,214.95000000000002,2024-04-29,2024-08-16,1.0,0.01,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,214.95,100.0,OUT OF STOCK,End of Life
23508,Vino.e Falanghina Beneventno,12.99,750mL,750,2,8.9,7255,PSP WINES ,PSP WINES ,43.0,558.5699999999999,2024-01-09,2024-07-28,4.0,0.12,23.0,204.7,2.0,8.5,20.0,0.0,1.87,0.0,353.87,63.35,OUT OF STOCK,End of Life
23527,Santa Maria Alla Pieve Valpo,79.99,750mL,750,2,51.61,9552,M S WALKER INC             ,M S WALKER INC             ,44.0,3387.56,2024-02-13,2024-12-10,9.0,0.12,47.0,2425.67,2.0,8.88,3.0,6.0,0.936,50.0,961.89,28.39,HEALTHY,Fast Mover
23871,Duckhorn Chard Napa Vly,34.99,750mL,750,2,23.97,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,244.0,8537.560000000001,2024-03-12,2024-12-24,11.0,0.67,263.0,6304.11,6.0,9.53,0.0,19.0,0.928,28.0,2233.45,26.16,MONITOR,Fast Mover
24012,Bertani Secco 11 Orig V Ed,24.99,750mL,750,2,17.12,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,61.0,1524.3899999999999,2024-01-29,2024-12-19,10.0,0.17,11.0,188.32,3.0,8.67,67.0,17.0,5.545,100.0,1336.07,87.65,HEALTHY,Fast Mover
24015,Mazzei Zisola Notto Rosso,18.99,750mL,750,2,12.33,6785,PALM BAY INTERNATIONAL INC ,PALM BAY INTERNATIONAL INC ,72.0,1367.28,2024-01-08,2024-12-09,10.0,0.2,46.0,567.1800000000001,6.0,9.33,27.0,1.0,1.565,5.0,800.1,58.52,REORDER NOW,Fast Mover
24166,Enzo Boglietti Barolo Fosati,74.99,750mL,750,2,50.33,10754,PERFECTA WINES             ,PERFECTA WINES             ,32.0,2399.68,2024-01-02,2024-12-19,7.0,0.09,4.0,201.32,1.0,7.0,41.0,13.0,8.0,144.0,2198.36,91.61,HEALTHY,Fast Mover
24167,Giacomo Borgogno & Figli Neb,35.99,750mL,750,2,24.32,10754,PERFECTA WINES             ,PERFECTA WINES             ,25.0,899.75,2024-01-07,2024-12-22,4.0,0.07,0.0,0.0,0.0,0.0,25.0,0.0,,0.0,899.75,100.0,OUT OF STOCK,Regular
24191,Mirafiore Dolcetto D'Alba,21.99,750mL,750,2,13.79,10754,PERFECTA WINES             ,PERFECTA WINES             ,32.0,679.68,2024-01-09,2024-12-17,6.0,0.09,8.0,110.32,1.0,7.0,63.0,39.0,4.0,433.0,569.36,83.77,HEALTHY,Fast Mover
25796,Grgich Hills Znfdl,34.99,750mL,750,2,23.02,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,308.0,10776.92,2024-01-02,2024-12-31,12.0,0.84,346.0,7964.92,23.0,7.66,99.0,137.0,0.89,163.0,2812.0,26.09,HEALTHY,Regular
26825,Pellegrino Marsala Dry,11.99,750mL,750,2,7.99,9744,FREDERICK WILDMAN & SONS   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
27212,R Mondavi Cab Svgn Oakville,59.99,750mL,750,2,34.48,1392,CONSTELLATION BRANDS INC   ,CONSTELLATION BRANDS INC   ,247.0,14137.53,2024-01-02,2024-12-30,22.0,0.68,241.0,8309.68,16.0,7.37,121.0,115.0,1.025,169.0,5827.85,41.22,HEALTHY,Fast Mover
28954,Anthology Conn Crk Cab Napa,38.99,750mL,750,2,25.15,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,106.0,4164.9400000000005,2024-02-26,2024-12-30,7.0,0.29,127.0,3194.05,16.0,7.9,5.0,26.0,0.835,90.0,970.89,23.31,HEALTHY,Regular
31070,Treana Red Calif,24.99,750mL,750,2,12.98,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,997.0,29928.03,2024-01-01,2024-12-31,30.0,2.73,1001.0,12992.98,45.0,7.78,429.0,433.0,0.996,159.0,16935.05,56.59,HEALTHY,Fast Mover
31120,Groth Chard Napa,29.99,750mL,750,2,20.26,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,288.0,8673.119999999999,2024-01-07,2024-12-30,14.0,0.79,327.0,6625.02,22.0,7.26,95.0,134.0,0.881,170.0,2048.1,23.61,HEALTHY,Regular
32823,Beaucanon Merlot Napa,26.99,750mL,750,2,18.36,653,STATE WINE & SPIRITS   ,STATE WINE & SPIRITS   ,3.0,80.97,2024-02-15,2024-04-05,2.0,0.01,2.0,36.72,2.0,10.0,1.0,0.0,1.5,0.0,44.25,54.65,OUT OF STOCK,End of Life
32900,Sandeman Tawny 40-Yr Port,99.99,750mL,750,2,58.82,17035,PERNOD RICARD USA          ,PERNOD RICARD USA          ,159.0,17702.41,2024-01-07,2024-12-31,8.0,0.44,188.0,11058.16,23.0,7.78,8.0,37.0,0.846,84.0,6644.25,37.53,HEALTHY,Regular
33967,Prunotto Bric Touro Barbesco,43.99,750mL,750,2,27.99,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,86.0,3617.1400000000003,2024-01-01,2024-12-22,8.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3617.14,100.0,OUT OF STOCK,Regular
34525,Neyers Merlot Napa,31.99,750mL,750,2,16.54,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,316.0,8210.84,2024-01-02,2024-12-30,17.0,0.87,31.0,512.74,5.0,7.8,367.0,82.0,10.194,94.0,7698.1,93.76,HEALTHY,Fast Mover
36894,Chambers Rosewood Muscat,16.49,375mL,375,2,7.89,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,98.0,1175.02,2024-01-02,2024-12-09,11.0,0.27,31.0,244.59,7.0,9.57,67.0,0.0,3.161,0.0,930.43,79.18,OUT OF STOCK,Fast Mover
37100,Antinori Brnllo Mntlcno Pain,52.99,750mL,750,2,36.54,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,26.0,1413.74,2024-01-26,2024-11-19,5.0,0.07,19.0,694.26,2.0,7.0,22.0,15.0,1.368,214.0,719.48,50.89,HEALTHY,Fast Mover
37849,Darioush Cab Svgn,89.99,750mL,750,2,62.06,17033,SEA BREEZE CELLARS LLC     ,SEA BREEZE CELLARS LLC     ,238.0,22071.62,2024-01-04,2024-12-31,14.0,0.65,299.0,18555.94,16.0,7.41,24.0,85.0,0.796,131.0,3515.68,15.93,HEALTHY,Regular
38137,Lange RSV Willamette Pnt Nr,31.99,750mL,750,2,19.99,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,194.0,6001.0599999999995,2024-01-08,2024-12-22,15.0,0.53,130.0,2598.7,9.0,7.36,122.0,58.0,1.492,109.0,3402.36,56.7,HEALTHY,Fast Mover
38641,Opici Marsala Cal,13.99,1500mL,1500,2,9.26,9165,ULTRA BEVERAGE COMPANY LLP ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
39013,JJ Prum Bernkasteler Bads 11,36.99,750mL,750,2,17.64,10754,PERFECTA WINES             ,PERFECTA WINES             ,17.0,458.83,2024-01-29,2024-04-14,2.0,0.05,8.0,141.12,1.0,6.0,9.0,0.0,2.125,0.0,317.71,69.24,OUT OF STOCK,End of Life
39107,Antinori Bolgheri Guado,92.99,750mL,750,2,61.18,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,61.0,5948.39,2024-01-29,2024-12-27,9.0,0.17,42.0,2569.56,6.0,6.5,46.0,27.0,1.452,159.0,3378.83,56.8,HEALTHY,Fast Mover
41408,Tikal Patriota Mendoza Red,21.99,750mL,750,2,14.56,653,STATE WINE & SPIRITS   ,STATE WINE & SPIRITS   ,32.0,697.68,2024-01-09,2024-11-23,4.0,0.09,0.0,0.0,0.0,0.0,32.0,0.0,,0.0,697.68,100.0,OUT OF STOCK,Regular
43097,Merriam Jones Vyd Cab Franc,35.99,750mL,750,2,23.68,10754,PERFECTA WINES             ,PERFECTA WINES             ,118.0,4246.82,2024-01-03,2024-12-30,14.0,0.32,137.0,3244.1600000000003,8.0,8.0,61.0,80.0,0.861,250.0,1002.66,23.61,HEALTHY,Regular
43152,Ramey Chard Sonoma Coast,37.99,750mL,750,2,24.67,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,112.0,4254.88,2024-01-01,2024-12-24,9.0,0.31,145.0,3577.15,11.0,7.75,48.0,81.0,0.772,261.0,677.73,15.93,HEALTHY,Regular
43237,Acorn Alegria Vyds Cab Franc,29.99,750mL,750,2,18.06,10754,PERFECTA WINES             ,PERFECTA WINES             ,106.0,2944.94,2024-01-08,2024-12-19,10.0,0.29,78.0,1408.68,7.0,7.89,53.0,25.0,1.359,86.0,1536.26,52.17,HEALTHY,Fast Mover
43393,Red Diamond Shiraz Wash,11.99,750mL,750,2,5.91,8673,STE MICHELLE WINE ESTATES  ,STE MICHELLE WINE ESTATES  ,51.0,527.49,2024-01-08,2024-12-30,1.0,0.14,37.0,218.67000000000002,4.0,7.25,14.0,0.0,1.378,0.0,308.82,58.55,OUT OF STOCK,Fast Mover
45837,R Stemmler Nugent Pnt Nr,35.99,750mL,750,2,23.99,17037,Dunn Wine Brokers          ,Dunn Wine Brokers          ,200.0,7198.0,2024-01-02,2024-12-30,12.0,0.55,304.0,7292.96,9.0,8.77,27.0,0.0,0.658,0.0,-94.96,-1.32,OUT OF STOCK,Regular
45839,White Oak Chard RRV,22.99,750mL,750,2,15.33,17037,Dunn Wine Brokers          ,Dunn Wine Brokers          ,278.0,6391.219999999999,2024-01-07,2024-12-24,9.0,0.76,348.0,5334.84,21.0,7.97,39.0,109.0,0.799,143.0,1056.38,16.53,HEALTHY,Regular
46582,Grayson Cellars Pnt Nr Cntrl,15.99,750mL,750,2,6.84,10754,PERFECTA WINES             ,PERFECTA WINES             ,1316.0,16481.84,2024-01-01,2024-12-31,35.0,3.61,1556.0,10643.039999999999,42.0,7.49,161.0,401.0,0.846,111.0,5838.8,35.43,HEALTHY,Regular
61,Margaritaville Silver,13.99,750mL,750,1,10.6,8004,SAZERAC CO INC             ,SAZERAC CO INC             ,312.0,4364.88,2024-01-07,2024-12-23,2.0,0.85,312.0,3307.2000000000003,24.0,8.12,12.0,12.0,1.0,14.0,1057.68,24.23,MONITOR,Fast Mover
122,DeKuyper Mixed Berry Medley,10.99,750mL,750,1,7.96,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,23.0,252.77,2024-01-08,2024-07-07,2.0,0.06,1.0,7.96,1.0,11.0,22.0,0.0,23.0,0.0,244.81,96.85,OUT OF STOCK,End of Life
140,DeKuyper Strawberry Pucker,10.99,750mL,750,1,7.85,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,48.0,527.52,2024-02-10,2024-07-29,1.0,0.13,24.0,188.4,1.0,8.0,24.0,0.0,2.0,0.0,339.12,64.29,OUT OF STOCK,End of Life
222,Wray & Nephew Wh Overproof,19.99,750mL,750,1,15.99,11567,CAMPARI AMERICA            ,CAMPARI AMERICA            ,144.0,2878.56,2024-01-04,2024-12-31,10.0,0.39,188.0,3006.12,16.0,7.06,4.0,48.0,0.766,123.0,-127.56,-4.43,HEALTHY,Regular
248,Wild Shot Reposado Mezcal,49.99,750mL,750,1,39.36,8320,SHAW ROSS INT L IMP LTD    ,SHAW ROSS INT L IMP LTD    ,12.0,599.88,2024-01-29,2024-11-29,3.0,0.03,14.0,551.04,3.0,9.67,3.0,5.0,0.857,167.0,48.84,8.14,HEALTHY,Regular
271,Wild Shot Silver Mezcal,44.99,750mL,750,1,33.08,8320,SHAW ROSS INT L IMP LTD    ,SHAW ROSS INT L IMP LTD    ,110.0,4018.9,2024-04-26,2024-12-30,31.0,0.3,389.0,12868.119999999999,14.0,9.78,0.0,279.0,0.283,930.0,-8849.22,-220.19,HEALTHY,Regular
300,Don Q Gold Rum,18.99,1750mL,1750,1,14.5,98450,Serralles Usa LLC          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
317,Triple Eight Vodka,31.99,750mL,750,1,24.23,4425,MARTIGNETTI COMPANIES,MARTIGNETTI COMPANIES,2.0,63.98,2024-01-22,2024-06-10,1.0,0.01,2.0,48.46,1.0,10.0,0.0,0.0,1.0,0.0,15.52,24.26,OUT OF STOCK,End of Life
319,Peter Paul Bacigalupi Chard,34.99,750mL,750,1,25.17,10754,PERFECTA WINES             ,PERFECTA WINES             ,169.0,5891.31,2024-01-29,2024-12-30,4.0,0.46,159.0,4002.03,10.0,7.33,10.0,0.0,1.063,0.0,1889.28,32.07,OUT OF STOCK,Fast Mover
330,Finlandia Raspberry Vodka,16.99,750mL,750,1,13.59,1128,BROWN-FORMAN CORP          ,BROWN-FORMAN CORP          ,1.0,16.99,2024-01-17,2024-01-17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,16.99,100.0,OUT OF STOCK,End of Life
333,Hiram Walker Br Cr de Cacao,7.29,750mL,750,1,5.28,17035,PERNOD RICARD USA          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
349,Fernet Branca Menta,27.99,750mL,750,1,21.05,9165,ULTRA BEVERAGE COMPANY LLP ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
353,Fernet Branca Sambuca,25.99,750mL,750,1,19.84,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,6.0,155.94,2024-02-01,2024-08-08,1.0,0.02,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,155.94,100.0,OUT OF STOCK,End of Life
368,The Macallan 25 Yr Old,1299.99,750mL,750,1,1015.62,2561,EDRINGTON AMERICAS         ,EDRINGTON AMERICAS         ,21.0,29119.79,2024-02-07,2024-09-01,8.0,0.06,25.0,25390.5,3.0,7.11,5.0,9.0,0.84,150.0,3729.29,12.81,HEALTHY,Regular
373,Fernet Branca Borgetti Cafe,19.99,750mL,750,1,15.03,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,12.0,239.88,2024-06-20,2024-12-04,2.0,0.03,15.0,225.45000000000002,3.0,7.67,5.0,8.0,0.8,267.0,14.43,6.02,HEALTHY,Regular
423,Hennessy Richard Cognac,4559.99,750mL,750,1,3352.93,8112,MOET HENNESSY USA INC      ,MOET HENNESSY USA INC      ,4.0,18787.96,2024-06-12,2024-10-12,4.0,0.01,3.0,10058.789999999999,3.0,6.67,7.0,6.0,1.333,600.0,8729.17,46.46,HEALTHY,Fast Mover
489,Tequila Rose Game of Love,16.99,750mL,750,1,12.68,5992,MCCORMICK DISTILLING CO    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
506,Robert Sinskey Pnt Gris,24.99,375mL,375,2,16.77,10754,PERFECTA WINES             ,PERFECTA WINES             ,23.0,574.77,2024-02-07,2024-12-26,2.0,0.06,24.0,402.48,1.0,11.0,12.0,13.0,0.958,217.0,172.29,29.98,HEALTHY,Fast Mover
507,Kamchatka Vodka,10.99,1750mL,1750,1,8.14,12546,JIM BEAM BRANDS COMPANY    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
510,Barton Vodka,9.99,1750mL,1750,1,7.14,660,SAZERAC NORTH AMERICA INC. ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
545,Elderflower Rum,36.99,750mL,750,1,27.6,4425,MARTIGNETTI COMPANIES,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
551,Cruzan Aged Light Rum,10.99,750mL,750,1,8.59,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,275.0,3022.25,2024-01-04,2024-12-31,4.0,0.75,284.0,2439.56,18.0,7.32,46.0,55.0,0.968,73.0,582.69,19.28,HEALTHY,Fast Mover
609,Don Q Gold Rum,10.99,750mL,750,1,8.39,98450,Serralles Usa LLC          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
610,Moillard Pnt Nr Bourgogne,20.99,750mL,750,2,14.48,10754,PERFECTA WINES             ,PERFECTA WINES             ,175.0,3607.2499999999995,2024-01-12,2024-12-31,16.0,0.48,361.0,5227.28,4.0,7.28,6.0,192.0,0.485,400.0,-1620.03,-44.91,HEALTHY,Regular
614,J W Dant Bourbon,22.99,1750mL,1750,1,17.16,3924,HEAVEN HILL DISTILLERIES   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
616,Kessler Blended Whiskey,12.99,1750mL,1750,1,9.77,12546,JIM BEAM BRANDS COMPANY    ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
657,DeKuyper Apricot Brandy,7.99,750mL,750,1,6.19,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,36.0,287.64,2024-05-03,2024-11-09,2.0,0.1,48.0,297.12,4.0,5.25,0.0,12.0,0.75,120.0,-9.48,-3.3,HEALTHY,Regular
675,Mount Gay 1703 Old Cask Slct,99.99,750mL,750,1,78.73,7239,REMY COINTREAU USA INC     ,REMY COINTREAU USA INC     ,104.0,10728.96,2024-01-03,2024-12-29,10.0,0.28,121.0,9526.33,19.0,7.0,62.0,79.0,0.86,282.0,1202.63,11.21,HEALTHY,Regular
688,Thatchers Organic Cucumber,9.99,750mL,750,1,7.51,9552,M S WALKER INC             ,M S WALKER INC             ,54.0,539.46,2024-02-13,2024-06-30,2.0,0.15,54.0,405.54,1.0,9.0,0.0,0.0,1.0,0.0,133.92,24.82,OUT OF STOCK,End of Life
718,Hiram Walker Mango,10.49,1000mL,1000,1,8.07,17035,PERNOD RICARD USA          ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
731,Black & White Scotch,26.99,1750mL,1750,1,20.6,3960,DIAGEO NORTH AMERICA INC   ,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,OUT OF STOCK,Dead Product
734,Old Grand Dad,17.99,750mL,750,1,13.63,12546,JIM BEAM BRANDS COMPANY    ,JIM BEAM BRANDS COMPANY    ,120.0,2998.8,2024-08-31,2024-08-31,1.0,0.33,120.0,1635.6,1.0,8.0,0.0,0.0,1.0,0.0,1363.2,45.46,OUT OF STOCK,End of Life
787,Cherry Heering Liqueur,24.99,750mL,750,1,17.85,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,27.0,944.73,2024-01-17,2024-12-13,10.0,0.07,26.0,464.1,16.0,8.56,2.0,1.0,1.038,14.0,480.63,50.87,MONITOR,Fast Mover
843,Mount Gay Eclipse Silver Rum,22.99,750mL,750,1,17.55,7239,REMY COINTREAU USA INC     ,REMY COINTREAU USA INC     ,43.0,988.5699999999999,2024-03-08,2024-08-22,3.0,0.12,43.0,754.65,3.0,8.33,0.0,0.0,1.0,0.0,233.92,23.66,OUT OF STOCK,End of Life
935,Tanteo Tropical Tequila,39.99,750mL,750,1,30.07,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,5.0,199.95000000000002,2024-01-02,2024-04-30,2.0,0.01,2.0,60.14,1.0,9.0,3.0,0.0,2.5,0.0,139.81,69.92,OUT OF STOCK,End of Life
936,Tanteo Cocoa Tequila,39.99,750mL,750,1,31.49,9165,ULTRA BEVERAGE COMPANY LLP ,ULTRA BEVERAGE COMPANY LLP ,4.0,159.96,2024-04-09,2024-12-11,1.0,0.01,6.0,188.94,1.0,10.0,19.0,21.0,0.667,2100.0,-28.98,-18.12,HEALTHY,Regular
